status,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,-0.0145326,0.089276113,-0.041131236,0.014535322785377502,0.064875588,-0.04871273,0.029164653,0.032186404,-0.055000305,0.032125805,-0.005915692,-0.051685035,0.030747780576348305,-0.041868016,-0.035838172,0.028373191133141518,0.000306961,-0.004647672,0.027692239731550217,-0.025602728,-0.015240252,0.022644907236099243,-0.025869207,-0.027812965,0.018111813813447952,-0.012590181,-0.042029932,0.003631552,-0.002115887,0.008321924,0.002204773,-0.033951677,-0.017655075,-0.002697722,-0.022120688,-0.04186403,-0.004029235,-0.004220468,-0.044080451,-0.017875243,-0.002175384,0.004687324,-0.01916635,-0.024852848,-0.020229073,-0.018820269,-0.011800501,-0.040522873,-0.016512824,0.008679889,-0.042349864,-0.041481797,0.010137460194528103,-0.003446452,-0.04008748,-0.009411874,-0.017793708,-0.035584662,-0.002812401,-0.039112091,-0.032306284,0.012335266917943954,-0.039192788
1,-0.015940107,0.091867521,-0.045855459,0.015597087,0.069061019,-0.048146747,0.028378878,0.039269231259822845,-0.056519821,0.032090187072753906,0.000808223,-0.059711054,0.036380537,-0.032379076,-0.050250746,0.027143096551299095,0.003803887,0.000169359,0.032439280301332474,-0.025759336,-0.002845302,0.03291066,-0.043012079,-0.010686975,0.032089531,-0.055279247,-0.034168169,0.002205089,-0.003076413,0.009533473,0.006352074,-0.038572166,-0.000435129,0.006449128,-0.055708691,-0.021162502,0.0065308,-0.068643272,-0.041775018,-0.018493831,-0.004230678,0.000996456,-0.015634775,-0.034603298,-0.012142526,-0.013047818,-0.052964546,-0.030975536,-0.009962537,-0.062323492,-0.047555856,-0.038520258,0.005285118,-0.011836112,-0.035275623,-0.017258137,-0.015571162,-0.035612725,-0.039781064,-0.024500549,-0.029886315,-0.054800238,-0.032774866
0,-0.019522153,0.086555958,-0.049750336,0.011719672,0.064299092,-0.054964706,0.028506852686405182,0.031912147998809814,-0.059605554,0.03445125,-0.005585479,-0.053527355,0.036374044,-0.041827582,-0.033570483,0.028948571532964706,0.002731496,-0.004081324,0.031160354614257812,-0.02361514,-0.012859091,0.027966316789388657,-0.027025681,-0.026462719,0.024647243320941925,-0.018051948,-0.043416865,0.004019573,-0.001577356,0.008677265,0.00470718,-0.033909738,-0.017499171,0.000334174,-0.02360989,-0.042964727,-0.00203702,-0.005230199,-0.046687603,-0.017854502,-0.003128138,0.004476652,-0.017482422,-0.027751539,-0.020781022,-0.016591564,-0.014637243,-0.042158052,-0.015710711,0.005794685,-0.044628352,-0.042583942,0.006478726,-0.005338065,-0.039518531,-0.013018399,-0.019274466,-0.035029273,-0.006156521,-0.040959865,-0.032124549,0.009152817,-0.041176435
1,-0.005150051,0.094861753,-0.031442355,0.025094915,0.070121981,-0.019866057,0.043251074850559235,0.043642532,-0.010128856,0.054525733,0.011862926185131073,0.008071512,0.066979714,-0.012366815,0.031387597,0.022367373,0.002779027,0.015310857445001602,0.027716186,-0.027836738,0.011048927903175354,0.035118360072374344,-0.040299904,-0.00205664,0.045837607234716415,-0.040357821,-0.033204436,-0.001123635,-0.003438464,0.009676304,0.009878876,-0.04078735,-0.000770986,0.021878086030483246,-0.052401945,-0.022835925,0.037823498249053955,-0.053233463,-0.0465689,-0.015405409,-0.003808366,-0.008880414,-0.009568857,-0.034260951,-0.017950337,0.004071969,-0.049745459,-0.035350531,0.019947292283177376,-0.052935787,-0.052214291,-0.02650724,0.008392178,-0.027604625,-0.024058539,-0.01777206,-0.028568314,-0.017604996,-0.041084606,-0.039175957,-0.005854377,-0.050304845,-0.050750237
0,0.009678983,0.090872779,-0.01120961,0.036142002791166306,0.060007107,-0.017301282,0.049389831721782684,0.025160071,-0.016620934,0.053056973963975906,-0.008794313,-0.014677837,0.052672148,-0.039133221,-0.008207098,0.026632919907569885,-0.009473635,0.006062716,0.025968223810195923,-0.030229054,-0.012211889,0.029435042291879654,-0.022763528,-0.026026919,0.034291219,-0.003507797,-0.035629593,0.000544439,-0.004233543,0.007557246,0.001909766,-0.030771744,-0.022243284,0.013699143193662167,-0.011776397,-0.038366005,0.020318713039159775,0.00565342,-0.028615296,-0.017805317,0.004084332,-0.002644762,-0.016061923,-0.016069368,-0.029893871,0.000201403,0.00037331,-0.044634998,0.010251438245177269,0.020851824432611465,-0.034460649,-0.033340745,0.022584364,-0.014045969,-0.030909641,0.004205969,-0.032009013,-0.013993656,0.012392772361636162,-0.047712654,-0.005365336,0.030095428228378296,-0.040869135
1,-0.024342524,0.089601785,-0.051254593,0.009151977,0.065679498,-0.056146044,0.020920768,0.032036215,-0.059480891,0.022966358810663223,-0.005715693,-0.060033828,0.022467201575636864,-0.042995006,-0.047095917,0.026490957,0.002996402,-0.004173297,0.031053141,-0.024691168,-0.001418173,0.03133703,-0.045605995,-0.002722267,0.027455941,-0.062834688,-0.018734887,0.002845852,-0.001947689,0.008610085,0.008034123,-0.037774269,0.003367104,0.005597072,-0.05543467,-0.01709564,0.003845531,-0.070045628,-0.03841719,-0.018554714,-0.004965392,0.002815291,-0.012586022,-0.034530357,-0.008404221,-0.012140203,-0.05124931,-0.028035641,-0.013461925,-0.062051415,-0.044406936,-0.040332887,0.002500352,-0.007176712,-0.033523619,-0.020526685,-0.012434699,-0.032657683,-0.04201258,-0.021186247,-0.029393684,-0.055885751,-0.025395259
0,-0.023844928,0.10203491151332855,-0.028125536,-0.005808659,0.068383016,-0.055300757,0.017397426068782806,0.044025268,-0.053370818,0.025315564,-0.000357713,-0.075970434,0.024725657,-0.038198277,-0.046679914,0.026374027132987976,-0.001699863,-0.01646322,0.024510212242603302,-0.037673309,-0.019884586,0.035082198679447174,-0.038806066,-0.035130143,0.013438136,-0.008031436,-0.049184956,0.010489349253475666,0.001609177,-0.006629686,0.018042076379060745,-0.034148976,-0.017296843,0.001969348,-0.019027838,-0.03921748,-0.014387741,-0.0068452,-0.039618298,-0.013871584,-0.012977039,0.009941414,-0.009042403,-0.020568881,-0.024684228,-0.02516803,-0.00215784,-0.031374902,-0.01912863,0.003351928,-0.041587502,-0.057075333,0.011077700182795525,-0.001677267,-0.038318239,-0.002726194,-0.020180747,-0.046414249,-0.000482386,-0.03834632,-0.032734185,0.014358618296682835,-0.037547652
1,-0.005527708,0.096726015,-0.0232988,0.023434802889823914,0.073292717,-0.008363597,0.042034655809402466,0.046589494,0.005065233,0.056552041321992874,0.015821438282728195,0.022379681,0.07133767,-0.004242419,0.045356296,0.019186817,0.002309646,0.019088987,0.027199108,-0.025830148,0.014514744281768799,0.036434866,-0.034062795,0.00194503,0.048763428,-0.031108633,-0.026336588,-0.001466004,-0.004055492,0.008701497,0.012446418404579163,-0.038013224,-0.003858536,0.026932729,-0.043527529,-0.024740361,0.044927455484867096,-0.039956115,-0.043951616,-0.013733332,-0.002497833,-0.011825897,-0.004139695,-0.030841401,-0.023565175,0.013585678301751614,-0.037830308,-0.041737705,0.033813424,-0.036890671,-0.058742817,-0.022412196,0.010527913,-0.030827925,-0.02028117,-0.013963341,-0.034421217,-0.011208965,-0.034028206,-0.045566201,0.005096445,-0.045049381,-0.058255561
0,0.010049382224678993,0.089717761,-0.016032437,0.036927458,0.059976052,-0.018630501,0.050458182,0.026890335604548454,-0.011363626,0.060813401,-0.007912161,-0.00141041,0.069997743,-0.03516027,0.010624155402183533,0.024675622582435608,-0.008299434,0.008654296,0.028079215437173843,-0.031034203,-0.005663149,0.034751132130622864,-0.025764672,-0.021413356,0.040690009,-0.004517198,-0.03269957,-0.000105748,-0.004022645,0.007911874,0.006477063,-0.030820834,-0.020398103,0.020812181755900383,-0.012481784,-0.035192654,0.026668518781661987,0.006261457,-0.024843469,-0.017425263,0.004655378,-0.004797652,-0.009859674,-0.015911575,-0.03158934,0.008630696,0.002212073,-0.043664664,0.017392309,0.022803409,-0.035609052,-0.031005908,0.021751354,-0.019131355,-0.02450335,0.001869127,-0.035712093,-0.006772318,0.011911075562238693,-0.049807638,-0.000787641,0.028108632192015648,-0.043869607
1,-0.002188939,0.095543846,-0.025005832,0.024416301399469376,0.071196079,-0.007428791,0.043209124356508255,0.045015670359134674,0.005142391,0.057155221700668335,0.013724385760724545,0.023961935192346573,0.073565237,-0.005720206,0.043256644159555435,0.016305649653077126,0.002219169,0.021214203909039497,0.025686990469694138,-0.027406365,0.018522605299949646,0.036712654,-0.036342107,0.006601788,0.049323574,-0.02875644,-0.01990529,-0.002287426,-0.00395786,0.009789392,0.013509227894246578,-0.038809203,-0.002014153,0.030209990218281746,-0.044095051,-0.019948415,0.046998866,-0.038365219,-0.035907388,-0.013170091,-0.002714439,-0.012948766,0.000760006,-0.029981399,-0.023908235,0.020804998,-0.03571232,-0.038395166,0.039451103657484055,-0.03091084,-0.051496722,-0.019816492,0.010420597158372402,-0.032947257,-0.013012549,-0.013583351,-0.035875693,-0.00276942,-0.034519393,-0.046656609,0.012430839240550995,-0.048637111,-0.055524878
